id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,itm1,itm2,itm3,itm4,itm5,itm6,itm7,itm8,itm9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,local1,local2,local3,local4,local5,prepay,pmoney,pdollar,airf,pit1,pit2,pit3,pit4,pit5,money,dollar,money1,p1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp01,sp02,sp03,sp04,sp05,sp06,sp07,sp08,sp09,sp10,sp11,sp12,sp13,sp14,sp15,spfav,spleas,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,ts11,slp1,htype,hstar,hsat,slp2,msat,slp3,slp4,slp5,slp6,slp7,slp8,slp9,again,agwhy,recom,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,sall,country,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
11247,3,2,1,21,1,5,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,99,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,43000,1,1,1,0,0,0,0,14500,1,0,.,7975,1,725,1,1450,1,0,.,4350,1,0,0,1305,0,1740,1305,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,65,1,5,52,.,.,.,.,.,.,.,.,.,.,.,65,.,0,0,5,0,0,0,4,0,0,0,0,1,5,4,4,0,.,0,0,0,0,0,0,0,1,1,1,0,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,2,8,2,3,1,1
11248,3,4,3,90,1,0,0,0,0,0,0,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,26500,16,18000,1,500,1,3000,1,0,.,0,.,5000,1,0,0,0,0,5000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,5,8,.,.,.,.,.,.,.,.,.,.,.,2,.,5,0,5,0,0,0,0,5,0,0,0,1,5,5,5,0,.,0,0,0,0,0,0,0,1,4,1,0,5,5,0,0,5,5,5,5,4,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.,6,6,3,2,1,1
11249,3,9,36,30,1,4,4,5,3,3,5,5,4,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,80000,1,32000,1,32000,1,16000,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,272,271,.,.,.,.,.,.,.,.,.,.,.,.,273,.,5,0,5,0,0,0,0,5,5,0,0,1,5,5,4,0,.,0,0,0,0,0,0,0,1,4,1,0,4,4,0,5,5,5,5,4,4,5,5,5,5,4,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,3,5,2,4,1,1
11250,3,4,1,7,1,4,0,0,0,0,0,3,0,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,200000,1,1,1,0,0,0,0,40000,1,0,.,20000,1,16000,1,0,.,0,.,4000,1,0,0,0,0,1200,0,0,0,2800,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,835,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,3,4,0,4,5,5,3,3,3,5,0,5,5,4,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,3,4,2,3,1,1
11251,3,4,10,60,1,4,1,4,4,1,4,4,0,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,234923,1,120000,1,100000,1,8000,1,0,.,0,.,6923,1,6923,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,65,1,2,6,3,8,12,52,.,.,.,.,.,.,65,1,0,0,3,0,0,0,0,3,0,0,0,1,5,5,5,0,.,0,0,0,0,0,0,0,1,1,1,0,3,5,5,3,3,3,3,3,3,4,2,3,5,2,2,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,4,8,2,5,1,1
11252,3,8,1,30,1,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,3000,2,1,1,0,0,0,0,16000,2,0,.,4800,2,1600,2,0,.,0,.,9600,2,1920,0,480,3840,2400,0,0,480,0,480,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,808,235,1,2,3,5,222,236,315,801,.,.,.,.,.,808,235,5,5,5,0,0,0,0,5,0,5,0,1,3,0,4,1,4,0,0,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,2,1,2,5,2,1
11253,3,4,2,14,1,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,99,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,16000,16,2,1,0,0,0,0,16000,16,0,.,11200,2,1600,2,0,.,0,.,3200,2,1280,0,0,0,1600,0,0,0,0,320,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,812,66,19,5,22,17,804,801,.,.,.,.,.,.,.,66,812,0,0,5,0,0,0,4,4,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,4,4,4,0,3,3,4,4,4,5,3,4,4,5,4,3,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,2,8,2,11,2,1
11254,3,11,11,7,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,10000,16,0,.,4000,1,1000,1,0,.,0,.,5000,1,0,0,0,0,2500,2500,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,10,.,.,.,.,.,.,.,.,.,.,.,.,.,9,.,0,0,5,0,0,0,4,4,0,0,0,0,.,.,.,0,.,0,0,0,1,0,0,0,1,2,1,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,4,4,4,2,2,1,1
11255,3,2,4,30,1,0,0,0,0,0,0,5,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,40000,1,20000,1,12000,1,8000,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,65,19,.,.,.,.,.,.,.,.,.,.,.,.,75,.,0,0,0,0,0,0,0,5,0,0,0,1,4,5,5,0,.,0,0,0,0,0,0,0,1,2,1,0,4,4,0,4,4,4,4,5,5,5,4,4,4,4,4,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,.,4,6,1,5,1,1
11256,3,28,5,60,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,10000,16,0,.,4500,1,1000,1,0,.,0,.,4500,1,0,0,0,0,1350,0,0,1350,1800,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,816,187,66,3,9,817,.,.,.,.,.,.,.,.,.,187,.,0,0,5,0,0,0,5,0,0,0,0,0,.,.,.,0,.,0,0,1,0,0,0,0,1,4,1,4,5,5,5,4,5,5,5,5,4,5,5,4,4,4,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,15,3,2,2,5,2,1
11257,3,7,1,180,1,0,0,0,0,0,0,5,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,99,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,3200,2,1,1,0,0,0,0,4000,2,0,.,1200,1,800,1,0,.,0,.,2000,1,0,0,0,1800,0,0,200,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,872,2,1,3,5,13,66,315,350,352,.,.,.,.,.,2,.,0,4,4,0,0,0,4,4,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,4,4,4,0,4,4,4,4,4,4,5,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,9,3,1,2,5,2,1
11258,3,7,6,60,1,0,0,5,0,0,0,5,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,10200,2,4200,2,2400,2,600,2,0,.,0,.,3000,2,600,0,0,0,2100,300,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,843,330,1,5,10,16,65,66,240,241,292,315,350,352,801,330,.,4,0,5,0,0,0,0,5,0,0,0,1,5,5,5,1,5,0,0,0,0,0,0,0,1,4,1,3,4,0,0,3,4,3,3,3,4,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,3,2,4,2,1
11259,3,11,25,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,78500,1,38500,1,24000,1,4000,1,0,.,0,.,12000,1,0,0,0,0,6000,6000,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,803,2,1,5,16,.,.,.,.,.,.,.,.,.,.,2,.,0,4,4,0,0,0,0,4,0,0,0,0,.,.,.,0,.,0,0,0,0,1,0,0,1,1,1,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,.,6,8,2,5,1,1
11260,3,7,1,30,1,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,99,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,4,2,.,.,.,.,.,1,5500,2,1,1,1,1,1,1,60000,2,0,.,600,6,120,6,0,.,0,.,59280,6,2964,47424,0,0,8892,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,865,350,1,2,3,12,67,185,189,235,271,291,315,352,.,350,.,0,5,0,0,5,0,0,5,5,0,0,1,3,3,5,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,26,6,8,1,12,2,1
11261,3,7,2,60,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,100000,1,1,1,0,0,0,0,40000,1,0,.,16000,1,16000,1,0,.,0,.,8000,1,0,0,0,0,8000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,270,272,.,.,.,.,.,.,.,.,.,.,.,.,52,.,5,0,5,0,0,0,0,5,0,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,2,8,2,11,2,1
11262,3,7,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,3,4,.,.,.,.,.,1,4300,2,1,1,1,1,1,1,3000,2,0,.,2000,2,0,.,0,.,0,.,1000,2,0,0,0,0,500,500,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,185,1,2,3,18,12,24,67,189,235,315,328,350,371,185,.,0,5,0,0,5,0,0,0,5,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,22,2,2,2,4,2,1
11263,3,3,10,7,1,0,0,3,0,0,0,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,17000,16,15000,1,1000,1,1000,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,0,0,0,0,0,3,0,0,0,1,5,0,4,0,.,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,4,2,3,3,3,4,0,5,5,4,3,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,5,7,2,1,1,1
11264,3,7,1,365,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,3,.,.,.,.,.,1,3980,2,1,1,1,1,1,1,5000,2,0,.,100,1,60,1,0,.,0,.,4840,1,0,0,0,0,2420,2420,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,808,185,1,2,12,24,67,189,235,270,271,315,328,350,373,185,.,0,5,0,0,5,0,0,4,4,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,22,5,1,1,4,2,1
11265,3,6,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,50000,1,10000,1,15000,1,20000,1,0,.,0,.,5000,1,0,0,0,0,5000,0,0,0,0,0,2,.,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,352,2,8,10,65,350,.,.,.,.,.,.,.,.,.,352,.,0,3,4,0,0,0,0,0,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.,5,8,2,10,2,1
11266,3,3,4,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,30000,16,12000,1,4500,1,9000,1,0,.,0,.,4500,1,0,0,0,900,3600,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,240,241,.,.,.,.,.,.,.,.,.,.,.,.,.,240,.,4,0,4,0,0,0,0,4,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,4,1,0,4,0,0,0,4,3,3,3,3,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,7,8,1,12,1,1
11267,3,3,1,180,1,0,0,0,0,0,0,5,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,50000,1,1,1,0,0,0,0,10000,16,0,.,7000,2,3000,2,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,8,.,.,.,.,.,.,.,.,.,.,.,.,2,.,0,0,5,0,0,0,4,5,0,0,0,1,5,5,4,0,.,0,0,0,0,0,0,0,1,1,1,0,5,5,0,4,4,2,3,4,3,4,4,4,4,4,4,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.,5,6,2,4,2,1
11268,3,5,10,7,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,100000,1,1,1,0,0,0,0,5000,16,0,.,2500,1,2000,1,0,.,0,.,500,1,0,0,0,0,500,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,0,1,3,3,5,0,.,0,0,0,0,0,0,0,1,2,1,0,5,5,0,0,5,3,3,3,3,5,0,5,5,4,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,4,5,2,3,1,1
11269,3,7,1,180,1,0,0,2,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,4,5,5,5,4,3,3,.,.,.,.,.,1,6000,2,1,1,1,1,1,1,5300,2,0,.,300,2,0,.,0,.,0,.,5000,2,0,0,0,1000,4000,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,865,315,1,2,3,18,67,128,185,189,235,270,271,350,370,315,.,0,5,0,0,5,0,0,0,5,0,0,1,5,0,4,0,.,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,28,2,1,2,2,2,1
11270,3,3,1,90,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,99,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,3,3,3,3,4,4,.,.,.,.,.,1,50000,1,1,1,1,1,1,1,50000,1,0,.,15000,3,10000,3,0,.,0,.,25000,3,0,0,0,0,20000,0,0,0,5000,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,65,1,8,4,.,.,.,.,.,.,.,.,.,.,65,.,0,5,5,0,4,0,4,0,0,0,0,1,5,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,3,3,5,5,3,5,3,5,5,5,5,5,3,3,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,.,3,5,2,4,1,1
11271,3,9,1,15,1,0,0,0,0,0,0,4,4,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,5000,2,1,1,0,0,0,0,20000,2,0,.,9000,2,6000,2,1000,2,0,.,4000,2,2000,0,0,0,2000,0,0,0,0,0,2,.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,801,350,1,2,3,18,315,352,382,292,.,.,.,.,.,350,.,5,5,5,0,0,0,2,5,0,0,5,1,3,0,3,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8,2,3,2,2,2,1
