id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,itm1,itm2,itm3,itm4,itm5,itm6,itm7,itm8,itm9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,local1,local2,local3,local4,local5,prepay,pmoney,pdollar,airf,pit1,pit2,pit3,pit4,pit5,money,dollar,money1,p1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp01,sp02,sp03,sp04,sp05,sp06,sp07,sp08,sp09,sp10,sp11,sp12,sp13,sp14,sp15,spfav,spleas,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,ts11,slp1,htype,hstar,hsat,slp2,msat,slp3,slp4,slp5,slp6,slp7,slp8,slp9,again,agwhy,recom,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,sall,country,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
14553,8,4,1,120,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,99,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,8950,16,5000,1,750,1,200,1,0,.,0,.,3000,1,0,0,0,0,3000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,3,1,8,14,5,65,.,.,.,.,.,.,.,.,3,.,0,0,5,0,0,0,4,4,0,0,0,0,.,.,.,0,.,0,0,0,0,0,0,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,.,2,8,2,11,1,1
14554,8,2,1,30,1,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,0,5,5,2,2,.,.,.,.,.,1,80000,1,1,1,1,1,1,1,3000,16,0,.,0,.,0,.,0,.,0,.,3000,1,0,0,0,0,3000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,803,75,65,1,808,.,.,.,.,.,.,.,.,.,.,75,.,0,0,5,0,5,0,0,3,0,0,0,1,5,5,5,0,.,0,0,0,0,0,0,0,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,.,1,8,2,11,1,1
14555,8,2,1,60,1,0,0,0,0,0,5,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,3,3,.,.,.,.,.,1,80000,1,1,1,1,1,1,1,23000,1,0,.,0,.,0,.,3000,2,0,.,20000,2,0,0,0,0,20000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,801,65,1,3,5,8,.,.,.,.,.,.,.,.,.,65,.,0,0,5,0,5,0,0,5,0,0,0,1,5,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,5,7,2,2,1,1
14556,8,3,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,4,3,.,.,.,.,.,1,120000,1,1,1,1,1,1,1,15000,1,0,.,0,.,0,.,10000,2,0,.,5000,2,0,0,0,0,5000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,801,2,65,.,.,.,.,.,.,.,.,.,.,.,.,2,.,0,0,0,0,0,0,0,4,0,0,0,1,5,5,5,0,.,0,0,0,0,0,0,0,1,1,1,0,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.,7,7,2,1,1,1
14557,8,3,3,120,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,95600,1,60000,1,20000,1,5600,1,0,.,0,.,10000,1,0,0,0,0,10000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,65,18,5,.,.,.,.,.,.,.,.,.,.,.,65,.,0,0,5,0,0,0,5,5,0,0,0,1,5,5,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,0,0,5,5,5,5,5,5,5,5,5,5,3,3,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,5,7,2,1,1,1
14558,8,2,1,7,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,50000,1,1,1,0,0,0,0,100500,1,0,.,30000,2,1500,2,9000,2,0,.,60000,2,0,0,0,0,48000,0,0,0,12000,0,2,.,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,808,65,1,2,8,18,52,.,.,.,.,.,.,.,.,65,.,0,0,5,0,0,0,0,5,0,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,0,0,5,5,3,3,5,5,5,5,5,5,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,.,4,5,1,2,1,1
14559,8,2,1,14,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,84000,1,1,1,0,0,0,0,8900,16,0,.,3000,2,300,2,4000,2,0,.,1600,2,0,0,0,0,1600,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,803,65,.,.,.,.,.,.,.,.,.,.,.,.,.,803,.,0,5,5,0,0,0,3,0,0,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,3,5,3,2,1,1
14560,8,2,1,14,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,40000,1,1,1,0,0,0,0,6100,16,0,.,1000,1,300,1,2800,1,0,.,2000,1,0,0,0,0,1000,0,0,0,1000,0,2,.,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,803,65,8,801,.,.,.,.,.,.,.,.,.,.,.,65,.,0,0,4,0,0,0,0,0,0,0,0,1,4,3,4,0,.,0,0,0,0,0,0,0,1,1,1,0,5,4,4,5,5,5,5,4,5,5,5,5,5,4,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,2,4,2,4,2,1
14561,8,3,1,60,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,30500,1,24000,1,4000,1,1000,1,0,.,0,.,1500,1,0,0,0,0,1500,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,65,.,.,.,.,.,.,.,.,.,.,.,.,1,.,0,0,5,0,0,0,3,5,0,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,.,3,4,2,4,2,1
14562,8,6,2,90,1,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,14200,16,0,.,7000,1,200,1,0,.,0,.,7000,1,2000,0,0,0,5000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,808,65,1,3,19,.,.,.,.,.,.,.,.,.,.,65,.,0,0,5,0,0,0,5,5,0,0,0,0,.,.,.,0,.,0,0,1,0,0,0,0,1,4,1,0,5,0,0,5,5,5,5,3,5,5,5,5,5,3,3,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,3,5,3,4,1,1
14563,8,7,2,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,3,3,.,.,.,.,.,1,5200,2,1,1,1,1,1,1,8000,2,0,.,0,.,0,.,0,.,0,.,8000,1,1600,0,1600,1600,1600,0,1600,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,803,65,1,2,18,67,185,235,187,240,241,315,352,287,865,65,.,0,5,5,0,5,0,0,5,0,0,0,1,5,5,3,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,3,3,2,2,2,1
14564,8,7,1,30,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,5,0,5,5,7,4,.,.,.,.,.,1,4100,2,1,1,1,1,1,1,5000,2,0,.,0,.,0,.,0,.,0,.,5000,2,0,0,0,1500,3500,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,315,1,2,18,12,67,185,189,235,270,291,350,382,865,315,.,0,5,0,0,5,0,0,0,5,0,0,1,3,2,5,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,4,2,2,4,2,1
14565,8,7,1,120,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,5,4,.,.,.,.,.,1,5000,2,1,1,1,1,1,1,10000,2,0,.,0,.,0,.,0,.,0,.,10000,1,1000,0,3000,0,3000,0,0,3000,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,315,1,2,3,18,12,24,67,185,235,271,350,370,72,315,.,0,5,0,0,5,0,0,0,5,0,0,1,3,3,5,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,3,3,2,4,1,1
14566,8,7,1,30,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,4,.,.,.,.,.,1,5000,2,1,1,1,1,1,1,5000,2,0,.,0,.,0,.,0,.,0,.,5000,2,4000,0,0,0,1000,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,185,1,2,3,18,12,24,67,235,271,315,350,370,72,185,.,0,5,0,0,5,0,0,0,5,0,0,1,3,0,1,0,.,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,5,3,2,2,2,2,1
14567,8,2,6,180,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,5,5,5,5,5,5,5,1,3,.,.,.,.,.,1,100000,1,1,1,1,1,1,1,30000,1,0,.,0,.,0,.,0,.,0,.,30000,4,0,0,0,0,30000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,65,270,272,274,296,.,.,.,.,.,.,.,.,.,65,.,0,0,0,0,3,0,0,0,0,0,0,1,5,5,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,.,6,8,1,10,2,1
14568,8,3,1,60,1,0,0,5,0,0,0,0,0,.,.,.,.,.,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,70000,1,1,1,0,0,0,0,10500,16,0,.,4000,2,3500,2,0,.,0,.,3000,2,0,0,0,0,3000,0,0,0,0,0,2,.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,65,1,2,808,.,.,.,.,.,.,.,.,.,.,65,.,5,0,5,0,0,0,5,5,0,0,0,1,4,0,4,0,.,0,0,0,0,0,0,0,1,1,1,0,4,0,0,4,4,4,4,4,3,3,5,5,5,3,3,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,4,5,1,1,1,1
14569,8,4,1,180,1,5,0,0,0,0,0,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,10800,16,4500,1,2000,1,2000,1,2000,1,0,.,300,1,0,0,0,0,300,0,0,0,0,0,2,.,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,801,67,1,2,6,8,19,3,75,185,186,.,.,.,.,67,.,5,0,5,0,0,0,5,0,0,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,0,0,5,5,5,5,2,5,5,5,5,5,5,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,6,4,1,13,1,1
14570,8,8,10,30,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,46000,1,35000,1,8000,1,3000,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,801,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,5,0,0,4,4,0,0,0,0,0,.,.,.,0,.,0,0,1,0,0,0,0,1,4,1,0,5,0,0,0,5,5,5,5,5,5,5,5,5,5,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,3,5,2,4,1,1
14571,8,4,1,90,1,5,0,0,0,0,0,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,51000,1,12000,1,4000,1,30000,1,4000,1,0,.,1000,1,0,0,0,0,500,0,0,0,500,0,2,.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,381,.,.,.,.,.,.,.,.,.,.,.,.,.,.,381,.,0,0,0,0,0,0,0,5,0,0,0,0,.,.,.,1,5,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,5,5,5,2,5,5,5,5,5,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,3,5,2,4,1,1
14572,8,2,2,180,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,7500,16,4000,1,900,1,300,1,1000,1,0,.,1300,1,0,0,0,0,800,0,0,0,500,0,2,.,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,801,8,3,19,12,10,808,.,.,.,.,.,.,.,.,8,.,0,0,5,0,0,0,0,3,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,0,4,3,3,4,4,4,4,3,4,4,5,5,5,3,3,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,.,3,5,2,4,1,1
14573,8,3,1,60,1,0,0,0,0,0,5,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,0,4,3,3,4,.,.,.,.,.,1,100000,1,1,1,1,1,1,1,20000,1,0,.,0,.,0,.,0,.,0,.,20000,1,0,0,0,0,20000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,843,65,3,8,185,272,274,.,.,.,.,.,.,.,.,65,.,3,0,0,0,3,0,0,0,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,0,4,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,4,5,2,2,2,1
14574,8,3,1,30,1,0,0,0,0,0,5,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,4,4,4,4,0,4,4,3,3,.,.,.,.,.,1,120000,1,1,1,1,1,1,1,30000,1,0,.,0,.,0,.,0,.,0,.,30000,1,0,0,0,0,30000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,803,6,2,19,3,14,65,801,.,.,.,.,.,.,.,6,.,0,0,5,0,5,0,0,0,0,0,0,1,5,5,4,0,.,0,0,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,4,4,2,2,2,1
14575,8,5,1,30,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,80000,1,1,1,0,0,0,0,73800,1,0,.,24000,3,18000,3,1800,3,0,.,30000,3,0,0,0,0,30000,0,0,0,0,0,2,.,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,801,1,2,3,8,18,241,240,242,.,.,.,.,.,.,1,.,5,0,5,0,0,0,0,5,0,0,0,1,3,0,5,0,.,0,0,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.,5,5,2,1,1,1
14576,8,3,1,60,1,0,0,0,0,0,5,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,3,5,5,5,4,2,3,.,.,.,.,.,1,100000,1,1,1,1,1,1,1,20000,1,0,.,0,.,0,.,0,.,0,.,20000,1,20000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,6,2,75,65,.,.,.,.,.,.,.,.,.,.,6,.,0,0,0,0,4,0,0,0,0,0,0,1,3,3,2,0,.,0,0,0,0,0,0,0,1,1,1,0,5,0,0,5,5,5,5,5,5,5,5,5,5,2,2,5,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,4,5,2,4,2,1
14577,8,3,6,30,1,5,0,0,0,0,0,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,34000,1,18000,1,12000,1,1000,1,0,.,0,.,3000,1,0,0,0,0,3000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,803,14,808,801,.,.,.,.,.,.,.,.,.,.,.,803,.,0,0,5,0,0,0,5,5,0,0,0,1,3,0,4,0,.,0,0,0,0,0,0,0,1,1,1,0,5,0,0,5,5,5,5,5,5,5,5,5,5,4,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,3,4,2,2,2,1
