id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,item1,item2,item3,item4,item5,item6,item7,item8,item9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,local1,local2,local3,local4,local5,prepay,pmoney,pdollar,airf,pit1,pit2,pit3,pit4,pit5,money,dollar,money1,p1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp01,sp02,sp03,sp04,sp05,sp06,sp07,sp08,sp09,sp10,sp11,sp12,sp13,sp14,sp15,spfav,spleas,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,slp1,hcity,htype,hsat,slp2,msat,slp3,ysat,slp4,slp5,slp6,slp7,slp8,again,agwhy,recom,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,ssall,country,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
15940,12,3,1,180,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,10000,2,4000,1,2500,1,500,1,0,.,0,.,3000,1,0,0,0,1200,600,0,0,1200,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,1,3,8,18,295,.,.,.,.,.,.,.,.,.,1,.,5,0,0,0,0,0,4,0,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,2,4,3,0,4,5,4,4,4,4,4,4,4,4,5,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,5,4,8,2,1,1,1
15941,12,15,1,25,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2450,2,2,1,0,0,0,0,20000,2,5000,2,3000,2,1000,2,0,.,0,.,11000,2,0,0,0,0,1650,0,0,8800,550,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,878,352,1,2,14,13,24,65,185,186,187,191,235,315,350,352,.,5,5,5,0,0,0,5,5,5,5,1,1,3,4,1,5,0,.,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,5,2,1,3,3,2,1
15942,12,3,1,60,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,2,.,.,.,.,.,.,.,.,5700,2,2850,1,570,1,570,1,0,.,0,.,1710,1,0,0,513,855,0,0,0,0,342,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,12,1,2,3,18,.,.,.,.,.,.,.,.,.,12,.,0,0,5,0,0,0,5,5,0,0,1,3,1,5,0,.,0,.,0,0,0,0,0,1,1,1,3,5,4,5,4,5,4,5,4,5,5,4,4,4,4,4,4,5,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,10,3,8,3,3,1,1
15943,12,5,1,15,1,0,0,5,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,3500,2,1,1,0,0,0,0,2000,2,600,1,800,1,100,1,0,.,0,.,500,1,200,0,100,0,200,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,803,1,2,5,12,18,16,52,24,17,240,241,242,801,.,801,.,5,0,5,0,0,0,5,5,0,0,1,11,3,4,1,5,0,.,0,0,0,0,0,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,6,2,3,3,1,1,1
15944,12,3,1,10,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,8000,16,4000,1,2400,1,400,1,0,.,0,.,1200,1,0,0,0,0,1200,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,843,185,.,.,.,.,.,.,.,.,.,.,.,.,.,185,.,5,0,0,0,0,0,5,0,0,0,1,6,3,5,0,.,0,.,0,0,0,0,0,1,1,1,4,4,3,4,3,4,4,5,5,5,5,4,4,4,4,4,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,3,3,3,2,1,1
15945,12,2,5,14,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,10000,2,2000,1,3000,1,1000,1,0,.,0,.,4000,1,0,0,0,0,4000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,2,1,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,10,2,8,3,1,1,1
15946,12,4,3,60,1,5,0,0,0,0,0,5,5,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2500,3,1,1,0,0,0,0,5500,3,2750,1,1100,1,1100,1,275,1,0,.,275,1,0,0,0,0,275,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,878,350,352,330,.,.,.,.,.,.,.,.,.,.,.,350,.,5,5,0,0,0,0,5,0,0,0,1,14,1,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,3,.,2,5,3,3,1,1
15947,12,14,1,30,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4000,2,1,1,0,0,0,0,10000,2,3000,1,3000,1,1000,1,0,.,0,.,3000,1,0,0,0,1500,1500,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,187,1,2,3,5,12,18,315,352,.,.,.,.,.,187,.,5,5,5,0,0,0,0,5,0,0,1,1,3,5,1,5,0,.,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2,2,1
15948,12,5,3,14,1,0,0,5,0,0,0,0,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,6000,3,1,1,0,0,0,0,22500,16,0,.,2000,1,500,1,0,.,0,.,20000,1,0,0,0,15000,5000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,803,1,5,9,.,.,.,.,.,.,.,.,.,.,.,803,.,0,0,4,0,0,0,4,0,0,0,0,.,.,.,1,4,0,.,0,0,0,0,0,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,.,3,8,2,5,2,1
15949,12,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,4,4,4,4,4,4,4,6,3,.,.,.,.,.,1,4800,2,1,1,1,1,1,1,10000,2,0,.,2000,2,0,.,0,.,0,.,8000,2,0,1600,0,1600,0,0,3200,0,1600,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,865,295,1,2,3,128,185,235,272,270,271,315,350,352,382,295,.,0,0,0,0,4,0,0,0,4,0,1,12,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,0,0,0,0,4,4,4,5,5,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,24,7,8,2,12,1,2
15950,12,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,3,.,.,.,.,.,1,3800,2,1,1,1,1,1,1,3000,2,0,.,600,1,0,.,0,.,0,.,2400,1,0,0,0,200,1500,0,500,0,0,200,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,865,185,3,67,128,189,235,270,271,315,350,382,371,.,.,185,.,0,0,0,0,5,0,0,0,5,0,1,16,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,0,0,0,4,4,4,5,5,5,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24,5,8,1,12,2,2
15951,12,6,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,99,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,2,.,.,.,.,.,.,.,.,10000,2,2000,1,2000,1,2000,1,0,.,0,.,4000,1,0,0,800,1200,800,0,0,0,0,1200,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,865,2,3,12,65,.,.,.,.,.,.,.,.,.,.,2,.,5,0,5,0,0,0,0,5,0,0,1,12,3,3,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,10,.,3,5,3,2,1,2
15952,12,11,1,14,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,5000,16,2500,1,1250,1,1250,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,5,0,0,0,5,5,0,0,0,.,.,.,0,.,0,.,0,0,0,0,1,1,1,1,0,5,0,0,0,5,5,5,5,5,5,0,5,0,5,5,5,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,.,5,5,3,2,1,2
15953,12,8,3,14,1,0,0,0,0,0,3,4,0,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,400,4,0,.,240,1,60,1,0,.,0,.,100,1,100,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,865,240,273,271,272,292,270,862,.,.,.,.,.,.,.,.,.,0,5,5,0,0,0,0,0,0,0,0,.,.,.,0,.,0,.,1,0,0,0,0,1,4,1,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,.,3,6,3,2,1,2
15954,12,4,1,30,1,0,0,0,0,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3980,2,1,1,1,1,1,1,4000,2,0,.,400,1,0,.,0,.,0,.,3600,1,900,0,0,900,900,0,0,0,0,900,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,865,2,30,1,3,18,24,185,189,235,271,808,.,.,.,2,30,0,0,0,0,0,4,0,0,4,0,1,12,3,3,0,.,0,.,0,0,0,0,0,1,1,1,2,3,4,4,4,4,3,3,4,4,5,4,4,4,4,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,2,10,2,1,3,5,2,2
15955,12,6,1,15,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,18200,16,15000,1,1000,1,1200,1,500,1,0,.,500,1,0,0,0,0,0,0,0,0,0,500,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,1,12,1,4,0,.,0,.,0,0,0,0,0,1,2,1,0,5,5,0,4,4,5,5,5,5,5,5,5,5,5,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,13,.,3,6,3,2,1,2
15956,12,8,1,60,1,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,99,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4500,2,1,1,0,0,0,0,102200,16,0,.,9000,2,6000,2,400,2,0,.,86800,2,42000,0,2000,2000,3000,0,0,37800,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,865,273,350,352,271,185,235,67,66,65,18,2,9,1,808,273,.,5,5,5,0,0,5,5,0,5,5,1,12,3,4,0,.,0,.,0,0,0,0,0,1,2,1,5,5,0,0,5,5,5,5,5,5,5,5,5,4,4,4,4,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,4,2,1,3,2,2,2
15957,12,6,1,30,1,0,0,0,0,0,0,4,4,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,1,1200,2,2,1,0,0,0,0,50000,16,0,.,3000,1,4000,1,1000,1,0,.,42000,1,20000,0,0,10000,10000,0,0,0,2000,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,865,271,272,294,186,235,18,2,.,.,.,.,.,.,.,2,.,4,0,4,0,0,0,0,4,0,0,1,12,3,4,0,.,1,4,0,0,0,0,0,1,1,1,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,4,1,3,2,2,2
15958,12,7,1,365,1,0,0,0,0,0,0,0,4,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,99,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,11680,2,5000,1,4500,1,700,1,80,1,0,.,1400,1,0,0,0,1400,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,865,271,273,286,10,66,18,3,801,803,808,.,.,.,.,66,.,5,0,5,0,0,0,0,5,5,0,1,12,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,3,3,3,4,1,2
15959,12,4,1,30,1,0,0,0,0,0,0,3,0,.,.,.,.,.,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,5,5,5,5,5,5,5,3,3,.,.,.,.,.,1,4000,2,1,1,1,1,1,1,50000,2,0,.,5000,1,0,.,0,.,0,.,45000,1,0,15750,0,0,22500,0,0,0,6750,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,865,235,1,2,3,18,67,185,189,270,271,801,.,.,.,235,.,0,0,0,0,4,0,0,0,4,0,1,1,2,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,10,2,3,3,2,2,2
15960,12,7,1,30,1,0,0,0,0,0,0,0,4,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,32500,16,18000,2,6000,2,4000,2,0,.,500,2,4000,2,0,0,1000,0,3000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,865,315,350,352,65,2,1,801,.,.,.,.,.,.,.,315,.,0,5,5,0,0,0,5,5,0,0,1,13,3,4,1,4,0,.,0,0,0,0,0,1,1,1,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,5,3,5,3,2,2,2
15961,12,4,4,7,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,30000,16,16200,1,0,.,600,1,900,1,0,.,12300,1,9840,0,0,861,0,0,0,0,1599,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,1,12,1,5,0,.,0,.,0,0,0,0,0,1,2,1,0,4,0,0,0,3,4,4,4,3,5,0,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,.,5,7,3,2,1,2
15962,12,7,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,7000,2,1,1,1,1,1,1,13000,16,0,.,1000,1,0,.,0,.,0,.,12000,1,800,0,200,0,2000,2000,0,6000,1000,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,865,185,1,2,6,12,189,241,270,271,350,843,.,.,.,185,.,0,0,0,0,4,0,0,0,4,0,1,12,3,4,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,8,3,3,3,1,2,2
15963,12,3,3,7,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,600,8,480,1,90,1,30,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,1,12,1,5,0,.,0,.,0,0,0,0,0,1,2,1,0,3,0,0,0,4,4,4,4,4,4,0,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,.,4,5,3,2,1,2
15964,12,7,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,2,1,1,1,2,10,4,.,.,.,.,.,1,3300,2,1,1,1,1,1,1,5000,2,0,.,500,1,0,.,0,.,0,.,4500,1,0,450,0,450,1350,0,0,0,2250,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,865,2,1,3,12,18,24,65,67,185,189,235,271,.,.,2,.,0,5,0,0,3,0,0,0,0,0,1,12,1,4,1,3,0,.,0,0,0,0,0,2,.,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,3,8,3,5,2,2
