id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,item1,item2,item3,item4,item5,item6,item7,item8,item9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,local1,local2,local3,local4,local5,prepay,pmoney,pdollar,airf,pit1,pit2,pit3,pit4,pit5,money,dollar,money1,p1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp01,sp02,sp03,sp04,sp05,sp06,sp07,sp08,sp09,sp10,sp11,sp12,sp13,sp14,sp15,spfav,spleas,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,slp1,hcity,htype,hsat,slp2,msat,slp3,ysat,slp4,slp5,slp6,slp7,slp8,again,agwhy,recom,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,ssall,country,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
10204,1,2,1,30,1,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,60000,1,1,1,0,0,0,0,20000,1,0,.,6000,1,2000,1,6000,1,0,.,6000,1,0,0,0,0,3000,0,0,0,3000,0,2,.,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,801,1,4,3,803,.,.,.,.,.,.,.,.,.,.,801,.,0,0,5,0,0,0,0,5,0,0,1,1,1,5,0,.,0,.,0,0,0,0,0,1,2,1,0,3,3,3,3,3,3,3,5,5,5,5,5,5,3,3,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,.,4,3,3,2,2,1
10205,1,7,2,30,1,0,0,0,0,0,0,5,5,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,99,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,4000,3,1,1,0,0,0,0,20000,16,0,.,6000,1,2000,1,2000,1,0,.,10000,1,0,0,0,0,10000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,825,14,65,77,75,66,112,5,13,1,4,3,7,18,801,14,.,5,4,5,0,0,0,4,4,0,0,1,1,3,1,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,4,4,4,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,2,3,.,2,8,3,11,1,1
10206,1,13,1,60,1,5,0,5,0,0,5,5,5,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,99,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,5000,2,1,1,0,0,0,0,30000,2,0,.,9000,2,3000,2,0,.,0,.,18000,2,3600,0,12600,0,1800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,807,1,2,3,5,18,52,801,803,808,.,.,.,.,.,807,.,0,0,5,0,0,0,4,5,0,0,0,.,.,.,1,5,0,.,0,0,0,0,0,1,1,1,4,5,4,0,4,5,5,5,5,5,5,5,5,5,5,5,5,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,2,2,1,3,4,3,2,1,1
10207,1,4,1,60,1,0,0,5,0,0,5,5,5,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,99,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,3400,6,1,1,0,0,0,0,30000,16,0,.,6000,2,3000,2,0,.,0,.,21000,2,2100,0,0,0,18900,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,802,66,2,5,3,65,9,72,801,807,.,.,.,.,.,66,.,0,0,0,0,0,0,0,4,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,6,.,4,1,2,4,2,1
10208,1,7,2,90,1,0,0,5,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,2000,6,1,1,0,0,0,0,2000,6,0,.,600,1,400,1,0,.,0,.,1000,1,200,0,0,500,200,0,0,0,100,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,843,187,182,67,65,8,5,10,66,801,802,845,.,.,.,187,.,0,4,4,0,0,0,4,4,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,0,5,5,0,5,4,4,4,5,5,5,5,5,5,5,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,6,6,.,3,3,3,4,2,1
10209,1,3,2,30,1,0,0,0,0,0,0,0,5,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,99,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,2500,3,1,1,0,0,0,0,3000,3,0,.,900,1,600,1,300,1,0,.,1200,1,0,0,0,600,600,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,66,5,15,65,.,.,.,.,.,.,.,.,.,.,66,.,0,0,4,0,0,0,4,4,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,0,4,4,4,4,5,5,5,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,3,.,2,4,3,2,2,1
10210,1,7,1,60,1,0,0,0,0,0,5,0,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,5,5,5,5,5,5,5,1,3,.,.,.,.,.,1,7000,2,1,1,1,1,1,1,1000,2,0,.,150,1,50,1,0,.,0,.,800,1,0,0,40,40,560,0,0,0,160,0,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,843,350,235,1,2,3,67,65,185,189,271,315,370,24,5,350,235,0,5,5,0,5,5,5,5,5,0,1,1,2,4,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,2,4,3,2,3,4,1,1
10211,1,3,1,180,1,5,0,5,0,0,5,0,5,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,99,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,4,4,4,4,4,4,4,10,3,.,.,.,.,.,1,1200,4,1,1,1,1,1,1,650,4,0,.,65,1,0,.,0,.,0,.,585,1,146,0,146,146,147,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,65,13,185,67,3,18,1,16,5,73,843,803,.,.,65,13,4,0,0,0,4,0,0,0,4,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,0,4,4,0,4,4,5,5,4,4,5,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,4,4,.,4,2,2,4,2,1
10212,1,4,1,60,1,5,0,5,0,0,5,0,5,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,99,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,4,5,5,4,5,5,5,5,4,3,.,.,.,.,.,1,4350,2,1,1,1,1,1,1,2000,2,0,.,100,1,100,1,0,.,0,.,1800,1,360,0,180,360,900,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,801,185,1,2,6,4,5,7,18,.,.,.,.,.,.,185,.,0,0,0,0,5,0,0,5,5,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,4,5,4,0,4,5,4,4,5,5,5,5,5,5,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,5,2,1,3,4,2,1
10213,1,3,1,60,1,0,0,0,0,0,0,0,5,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,99,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,3250,3,1,1,0,0,0,0,4000,3,0,.,1600,2,800,2,0,.,0,.,1600,2,0,0,320,0,1280,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,75,77,65,10,5,.,.,.,.,.,.,.,.,.,75,.,5,5,5,0,0,0,0,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,3,.,2,8,3,11,2,1
10214,1,3,4,90,1,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,2000,8,1,1,0,0,0,0,18000,16,0,.,5400,1,3600,1,0,.,0,.,9000,1,1800,0,0,0,7200,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,804,4,5,7,15,.,.,.,.,.,.,.,.,.,.,804,.,5,0,5,0,0,0,0,5,0,0,1,1,2,5,0,.,0,.,0,0,0,0,0,1,4,1,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,8,.,3,5,3,2,2,1
10215,1,5,1,30,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,2,.,.,.,.,.,.,.,.,1500,8,500,1,100,1,100,1,0,.,0,.,800,1,0,0,0,0,0,0,0,0,800,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,5,0,0,0,0,5,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,2,1,4,4,4,0,4,4,5,3,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,15,.,6,7,3,1,1,1
10216,1,6,1,60,1,0,0,3,0,0,3,4,4,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,5600,2,2,1,0,0,0,0,4800,2,0,.,1500,1,700,1,300,1,100,1,2200,1,0,0,200,0,2000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,803,2,1,4,8,18,66,801,804,.,.,.,.,.,.,2,.,5,0,4,0,0,0,5,5,0,0,1,1,3,3,0,.,0,.,0,0,0,0,0,1,2,1,3,4,3,0,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,4,3,3,3,5,2,1
10217,1,5,1,90,1,0,0,0,0,0,2,5,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,4,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,1850,2,400,1,600,1,300,1,100,1,150,1,300,1,0,0,0,200,100,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,803,9,1,4,65,10,75,77,106,14,.,.,.,.,.,9,.,0,5,5,0,0,0,5,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,4,1,5,5,5,0,5,5,5,5,4,5,5,5,5,5,5,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,4,2,8,3,11,2,1
10218,1,8,2,365,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,99,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1500,6,2,1,0,0,0,0,30800,16,10000,2,10000,2,5000,1,300,1,500,1,5000,1,5000,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,843,235,50,54,1,4,18,16,295,803,.,.,.,.,.,235,.,5,5,5,0,0,0,4,4,0,4,1,6,3,5,0,.,0,.,0,0,0,0,0,1,1,1,0,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,9,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,6,.,3,3,2,5,1,1
10219,1,3,1,30,1,4,0,4,0,0,0,5,5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,99,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2700,2,1,1,0,0,0,0,3500,2,0,.,2200,2,300,2,50,2,0,.,950,2,0,0,0,300,650,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,1,2,7,12,4,808,.,.,.,.,.,.,.,.,2,.,0,0,5,0,0,0,5,0,0,0,1,1,2,5,0,.,0,.,0,0,0,0,0,1,1,1,3,4,5,0,4,5,5,5,3,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,4,3,8,3,2,2,1
10220,1,8,1,180,1,0,1,4,0,0,0,5,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,99,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2500,16,2,1,0,0,0,0,23500,16,5000,2,4500,2,1500,2,3000,2,0,.,9500,2,0,0,1000,3000,5000,0,0,0,500,0,2,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,803,65,75,77,105,54,51,7,5,29,66,19,3,10,1,65,.,0,4,3,0,0,0,4,5,0,0,0,.,.,.,1,5,0,.,0,0,0,0,0,1,1,1,0,4,5,2,4,5,4,4,3,5,5,5,5,5,5,4,5,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,4,.,3,5,3,2,1,1
10221,1,4,1,60,1,0,0,0,0,0,0,0,4,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,99,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3250,2,2,1,0,0,0,0,6100,2,0,.,1500,2,600,2,1000,2,0,.,3000,2,1000,0,500,0,0,0,500,0,1000,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,2,1,3,24,10,5,13,804,.,.,.,.,.,.,2,.,0,0,5,0,0,0,4,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,4,5,5,0,5,5,4,4,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,5,4,3,3,2,2,1
10222,1,6,10,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,25200,16,19200,1,3000,1,2000,1,0,.,1000,1,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,0,0,0,5,5,0,0,1,6,1,5,0,.,0,.,0,0,0,0,0,1,2,1,0,5,5,0,5,5,5,5,5,5,5,0,4,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,7,.,4,6,3,2,1,1
10223,1,7,1,14,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,35700,16,18200,1,2000,1,3000,1,0,.,500,1,12000,1,0,0,2000,0,0,0,0,10000,0,0,2,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,4,0,0,1,6,3,5,0,.,0,.,0,0,0,0,0,1,2,1,0,5,5,0,3,0,4,4,4,4,5,4,4,4,4,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,.,4,8,3,2,1,1
10224,1,12,1,180,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,12710,2,4800,1,2000,1,560,1,500,1,800,1,4050,1,2000,0,0,1200,500,0,0,350,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,874,352,105,75,354,356,363,1,2,9,18,65,66,10,350,352,.,0,4,5,0,0,0,5,4,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,4,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,8,2,3,3,2,2,1
10225,1,4,1,45,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,20000,16,1,1,0,0,0,0,32000,16,0,.,4000,1,8000,1,1000,1,1000,1,18000,1,10000,0,0,0,8000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,843,5,1,179,96,.,.,.,.,.,.,.,.,.,.,5,.,0,0,4,0,0,0,0,4,0,0,1,6,3,4,0,.,0,.,0,0,0,0,0,1,2,1,4,5,4,0,4,5,5,5,5,5,5,5,5,5,5,5,4,9,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,4,3,3,3,5,1,1
10226,1,3,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,4900,2,2000,2,1400,1,600,1,100,1,0,.,800,1,0,0,100,0,700,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,808,24,9,2,3,7,801,.,.,.,.,.,.,.,.,24,.,0,0,5,0,0,0,5,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,3,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,4,7,3,1,1,1
10227,1,22,3,7,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,16000,16,0,.,5000,1,1000,1,0,.,0,.,10000,1,10000,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,806,.,.,.,.,.,.,.,.,.,.,.,.,.,.,806,.,5,0,4,0,0,0,0,0,0,0,0,.,.,.,0,.,0,.,1,0,0,0,0,1,4,1,0,4,4,0,4,3,5,5,4,5,4,4,4,0,3,4,4,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,.,2,7,3,2,2,1
10228,1,3,2,7,1,0,0,3,0,0,0,0,0,.,.,.,.,.,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,4,4,4,4,4,4,1,3,.,.,.,.,.,1,1100,4,1,1,1,1,1,1,6000,16,0,.,600,1,600,1,0,.,0,.,4800,1,0,0,0,0,4800,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,2,1,4,14,65,67,10,.,.,.,.,.,.,.,2,.,0,0,4,0,4,0,4,0,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,0,5,4,0,5,4,4,4,3,5,4,4,4,4,4,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,4,.,4,5,2,4,1,1
